"Learn More","Learn More"
"Log-in or create your account. (login or create account snippet will go here)","Log-in or create your account. (login or create account snippet will go here)"
"Loyalty Member","Loyalty Member"
"Maximize discount with points","Maximize discount with points"
"Maximum Qty Discount is Applied to (only for 'Buy X-Get Y' rules)","Maximum Qty Discount is Applied to (only for 'Buy X-Get Y' rules)"
"Maximum number of product reviews to reward for per day. Use 0 for unlimited.","Maximum number of product reviews to reward for per day. Use 0 for unlimited."
"Maximum number of product reviews to reward for per week. Use 0 for unlimited.","Maximum number of product reviews to reward for per week. Use 0 for unlimited."
"Maximum number of product tags to reward for per day. Use 0 for unlimited.","Maximum number of product tags to reward for per day. Use 0 for unlimited."
"Maximum number of product tags to reward for per week. Use 0 for unlimited.","Maximum number of product tags to reward for per week. Use 0 for unlimited."
"Members Earnings Distribution","Members Earnings Distribution"
"Members Redemption Rate","Members Redemption Rate"
"Members Revenue","Members Revenue"
"Migration Utilities","Migration Utilities"
"Move to Wishlist","Move to Wishlist"
"Must select an existing customer to spend points.","Must select an existing customer to spend points."
"My Orders","My Orders"
Name,Name
"Next page","Next page"
No,No
"No records found.","No records found."
"Not Set","Not Set"
Notice,Notice
"Notification Preferences","Notification Preferences"
"Number Of Members","Number Of Members"
"Number of Days Before First Warning Email","Number of Days Before First Warning Email"
"Number of Days Before Second Warning Email","Number of Days Before Second Warning Email"
"Number of New Members","Number of New Members"
"Optionally, limit to certain point transfer statuses.","Optionally, limit to certain point transfer statuses."
Order,Order
"Order #","Order #"
"Order Status","Order Status"
"Order Total","Order Total"
Orders,Orders
Other,Other
"Other Configuration","Other Configuration"
Password,Password
"PayPal Standard Tax-Only Checkout Fee","PayPal Standard Tax-Only Checkout Fee"
"Percentage of Total Members","Percentage of Total Members"
Period,Period
"Please enter valid password.","Please enter valid password."
"Please make sure you select at least one Customer Group for Points Summary Emails.","Please make sure you select at least one Customer Group for Points Summary Emails."
"Point Transfers","Point Transfers"
"Points Account Summary in the Customer Dashboard","Points Account Summary in the Customer Dashboard"
"Points Earned for Tagging a Product in the Product Info Pages","Points Earned for Tagging a Product in the Product Info Pages"
"Points Earned for Writing a Review in the Product Info Pages","Points Earned for Writing a Review in the Product Info Pages"
"Points Earned for Writing a Review in the Review Listing Pages","Points Earned for Writing a Review in the Review Listing Pages"
"Points Earned/Spent Listing on Each Item Row in Shopping Cart","Points Earned/Spent Listing on Each Item Row in Shopping Cart"
"Points Status","Points Status"
"Points Summary Emails","Points Summary Emails"
"Points Total","Points Total"
"Points Total Column in Customer Recent Orders & My Orders","Points Total Column in Customer Recent Orders & My Orders"
"Points adjustment made during the process of cancelling an order.","Points adjustment made during the process of cancelling an order."
"Points adjustment made during the process of crediting an order.","Points adjustment made during the process of crediting an order."
"Predict Points Earned on Birthday Occasion","Predict Points Earned on Birthday Occasion"
"Previous page","Previous page"
"Problem obtaining channel key, stack trace: ","Problem obtaining channel key, stack trace: "
"Product Earned/Spent Section on Product Info Pages","Product Earned/Spent Section on Product Info Pages"
Promotions,Promotions
Qty,Qty
"Re-run Database Scripts","Re-run Database Scripts"
"Recent Orders","Recent Orders"
"Redemption Rate","Redemption Rate"
"Referred Customer Group Is","Referred Customer Group Is"
"Referred Customer Order","Referred Customer Order"
"Remove Item","Remove Item"
Reorder,Reorder
Reports,Reports
"Reports [beta]","Reports [beta]"
Reset,Reset
"Reset Settings","Reset Settings"
"Reset Sweet Tooth Settings","Reset Sweet Tooth Settings"
Revenue,Revenue
"Review Approval Confirmation Email Template","Review Approval Confirmation Email Template"
"Reward Rules","Reward Rules"
"Run 'Test Sweet' Diagnostics","Run 'Test Sweet' Diagnostics"
"Save Preferences","Save Preferences"
"Secret Key","Secret Key"
"Select Date","Select Date"
"Select a .csv file and click 'Save Config' to import. <br/> See guide on importing points from a CSV file <a href=""http://help.sweettoothrewards.com/article/323-import-export-points-from-csv-file"" target=""_blank"" title=""Import points from CSV file"">here</a>","Select a .csv file and click 'Save Config' to import. <br/> See guide on importing points from a CSV file <a href=""http://help.sweettoothrewards.com/article/323-import-export-points-from-csv-file"" target=""_blank"" title=""Import points from CSV file"">here</a>"
"Send Email To The Following Customer Groups","Send Email To The Following Customer Groups"
"Send Email To Users With No Points","Send Email To Users With No Points"
"Send Invitation To Store Email","Send Invitation To Store Email"
"Send Points Summary Email","Send Points Summary Email"
"Send me my points summary statement monthly","Send me my points summary statement monthly"
"Sender Email","Sender Email"
"Server Status","Server Status"
"Servers are currently unavailable, please try again later.","Servers are currently unavailable, please try again later."
"Ship To","Ship To"
"Shopping Cart Spending Rules Interface in Shopping Cart","Shopping Cart Spending Rules Interface in Shopping Cart"
Show,Show
"Show By","Show By"
"Show Report","Show Report"
"Show Report For:","Show Report For:"
"Show Warning Text Message","Show Warning Text Message"
"Show Zero Cart Earnings","Show Zero Cart Earnings"
"Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product listing pages? This will only show if you have catalog redemption rules present that apply to a particular product.","Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product listing pages? This will only show if you have catalog redemption rules present that apply to a particular product."
"Show the Earning Graphic in the Catalog","Show the Earning Graphic in the Catalog"
"Show warning text mesage on cart and order review page for Guests, if there are rules applying for Not Logged in Customer Group.","Show warning text mesage on cart and order review page for Guests, if there are rules applying for Not Logged in Customer Group."
"Signed Up From","Signed Up From"
Specified,Specified
"Spending Rules","Spending Rules"
Status,Status
"Sweet Tooth","Sweet Tooth"
"Sweet Tooth - Birthday Points","Sweet Tooth - Birthday Points"
"Sweet Tooth - Points Expiry Notice (Warning #1)","Sweet Tooth - Points Expiry Notice (Warning #1)"
"Sweet Tooth - Points Expiry Notice (Warning #2)","Sweet Tooth - Points Expiry Notice (Warning #2)"
"Sweet Tooth - Points Summary Statement","Sweet Tooth - Points Summary Statement"
"Sweet Tooth - Review Approval","Sweet Tooth - Review Approval"
"Sweet Tooth - Send Points to a Friend - Invitation","Sweet Tooth - Send Points to a Friend - Invitation"
"Sweet Tooth - Send Points to a Friend - Notification","Sweet Tooth - Send Points to a Friend - Notification"
"Sweet Tooth Account Details","Sweet Tooth Account Details"
"Sweet Tooth Reports","Sweet Tooth Reports"
"Sweet Tooth account successfully connected to your Magento store.","Sweet Tooth account successfully connected to your Magento store."
"Sweet Tooth account successfully created and connected to your Magento store.","Sweet Tooth account successfully created and connected to your Magento store."
"Sweet Tooth template files in base/default will be ignored.","Sweet Tooth template files in base/default will be ignored."
"Sweet Tooth template files should be in base/default not default/default","Sweet Tooth template files should be in base/default not default/default"
"Sweet Tooth template files should be in default/default","Sweet Tooth template files should be in default/default"
"Sweet Tooth will automatically stop rewarding your customers, if your account is disconnected for longer than 24 hours.","Sweet Tooth will automatically stop rewarding your customers, if your account is disconnected for longer than 24 hours."
"Table %s might have issues because it does not match our confirmed schema.","Table %s might have issues because it does not match our confirmed schema."
"Thanks for installing. You just need to create your account or log-in...","Thanks for installing. You just need to create your account or log-in..."
"The api details you provided were not accepted by the server. Either you entered the keys in wrong, your account is inactive. For more help, please contact the Sweet Tooth support team.","The api details you provided were not accepted by the server. Either you entered the keys in wrong, your account is inactive. For more help, please contact the Sweet Tooth support team."
"The customer can't spend any more points in this cart.","The customer can't spend any more points in this cart."
"The customer doesn't currently have any points to spend.","The customer doesn't currently have any points to spend."
"The customer doesn't have enough points to use this redemption rule.","The customer doesn't have enough points to use this redemption rule."
"The customer's earned points are currently on hold. The customer will not be able to spend their points until an administator approves the transaction(s).","The customer's earned points are currently on hold. The customer will not be able to spend their points until an administator approves the transaction(s)."
"The customer's earned points are currently pending the completion of the order. They will be able to spend their points after order process is complete.","The customer's earned points are currently pending the completion of the order. They will be able to spend their points after order process is complete."
"The email address is empty.","The email address is empty."
"The points adjuster must be initialized before it can be executed.","The points adjuster must be initialized before it can be executed."
"The points adjuster requires an order to execute.","The points adjuster requires an order to execute."
"The points adjuster requires an order to initialize.","The points adjuster requires an order to initialize."
"The referral e-mail template was not properly loaded. This might be due to locale issues with characters that could be read, or tempalte variables that could not be parsed properly. The template being loaded was %s","The referral e-mail template was not properly loaded. This might be due to locale issues with characters that could be read, or tempalte variables that could not be parsed properly. The template being loaded was %s"
"The rule %s does not apply to this order.","The rule %s does not apply to this order."
"The rule %s was not applied to the order.","The rule %s was not applied to the order."
"The rule entitled '%s' was not applied to the order.","The rule entitled '%s' was not applied to the order."
"There was a problem saving your preferences.","There was a problem saving your preferences."
"There was a problem unsubscribing you from this notification.","There was a problem unsubscribing you from this notification."
"This customer has earned or spent points on this order. Please adjust points spent and/or earned:","This customer has earned or spent points on this order. Please adjust points spent and/or earned:"
"This exceeds the customer's balance of %s.","This exceeds the customer's balance of %s."
"This message is displayed in the summary box for logged in customers. Default is no message (blank). HTML is valid here.","This message is displayed in the summary box for logged in customers. Default is no message (blank). HTML is valid here."
"This will allow customers who checkout as guests to earn points. This will send welcome emails to purchasers who didn't have an account already.","This will allow customers who checkout as guests to earn points. This will send welcome emails to purchasers who didn't have an account already."
"This will export your current Sweet Tooth settings.","This will export your current Sweet Tooth settings."
To,To
Total,Total
"Total %d records found","Total %d records found"
"Total Points","Total Points"
"Track Order","Track Order"
Unavailable,Unavailable
"User Name is required field.","User Name is required field."
Username,Username
"Username must only include letters and numbers (a-z, A-Z, 0-9).","Username must only include letters and numbers (a-z, A-Z, 0-9)."
"Username or password is invalid.","Username or password is invalid."
Value,Value
View,View
"View All","View All"
"View Order","View Order"
"View Review","View Review"
"We're creating your account. This process may take a few minutes to complete...","We're creating your account. This process may take a few minutes to complete..."
"What to show when the customer has 0 (zero) points.","What to show when the customer has 0 (zero) points."
"When a customer sends points to a friend, the customer receiving the points will get an invitation email to the store if not registered yet ( no points ).","When a customer sends points to a friend, the customer receiving the points will get an invitation email to the store if not registered yet ( no points )."
"When a customer sends points to a friend, the customer receiving the points will get this notification email","When a customer sends points to a friend, the customer receiving the points will get this notification email"
"When clicked, this will attempt to remove Magento's memory of the Sweet Tooth database components ever being installed. Magento will then attempt to re-install the database from scratch upon next access.  This may help resolve issues with an abnormal installation or inconsistent database migration.","When clicked, this will attempt to remove Magento's memory of the Sweet Tooth database components ever being installed. Magento will then attempt to re-install the database from scratch upon next access.  This may help resolve issues with an abnormal installation or inconsistent database migration."
"When clicked, this will run a diagnostics utility that will tell you information about your store and check for any common problems that may occur on your store. When contacting our software support team, you should have this report handy.","When clicked, this will run a diagnostics utility that will tell you information about your store and check for any common problems that may occur on your store. When contacting our software support team, you should have this report handy."
"Whoops, ran into error while trying to process your request: ","Whoops, ran into error while trying to process your request: "
Yes,Yes
"You can't spend a negative amount of points.","You can't spend a negative amount of points."
"You can't spend any more points in this cart.","You can't spend any more points in this cart."
"You do not have enough %s Points.","You do not have enough %s Points."
"You don't currently have any points to spend.","You don't currently have any points to spend."
"You don't have enough points to use this redemption rule.","You don't have enough points to use this redemption rule."
"You have been successfully unsubscribed.","You have been successfully unsubscribed."
"You have placed no orders.","You have placed no orders."
"You have used %s points transfers out of %s total available transfers on your %s subscription plan.  You can upgrade at any time; go to the [billing_url]Billing section[/billing_url] of your Sweet Tooth Account.","You have used %s points transfers out of %s total available transfers on your %s subscription plan.  You can upgrade at any time; go to the [billing_url]Billing section[/billing_url] of your Sweet Tooth Account."
"You have used %s%% of your Sweet Tooth subscription","You have used %s%% of your Sweet Tooth subscription"
"You must still APPLY Sweet Tooth catalog earning/spending rules before they will take effect!","You must still APPLY Sweet Tooth catalog earning/spending rules before they will take effect!"
"You've reached the tags rewards limit for today. You will not receive any points for this tag.","You've reached the tags rewards limit for today. You will not receive any points for this tag."
"Your CRON tasks are not enabled and may be limiting functionality.","Your CRON tasks are not enabled and may be limiting functionality."
"Your Sweet Tooth API credentials seem to be invalid.","Your Sweet Tooth API credentials seem to be invalid."
"Your Sweet Tooth account is connected:","Your Sweet Tooth account is connected:"
"Your account is in <strong>Developer Mode</strong>.","Your account is in <strong>Developer Mode</strong>."
"Your preferences were saved successfully.","Your preferences were saved successfully."
and,and
"of %s pages","of %s pages"
"per page","per page"
